ANTH-244,MUSE 345,Tue,13-May,12:00,2:00
ANTH-246,MUSE 330,Tue,6-May,9:00,11:00
ANTH-248,MUSE 330,Tue,13-May,12:00,2:00
ANTH-274,COLL 318,Tue,13-May,12:00,2:00
ANTH-433,MUSE 419,Tue,6-May,9:00,11:00
ANTH-538,CHEM B13,Tue,6-May,3:00,5:00
ANTH-649,MUSE 330,Tue,6-May,9:00,11:00
ARAB-032,DRLB A2,Thu,8-May,9:00,11:00
ARAB-034,ANNS 109,Thu,8-May,9:00,11:00
ARAB-036,WILL 201,Fri,9-May,9:00,11:00
ARAB-042-601,WILL 421,Mon,5-May,6:00,8:30
ARAB-432,WILL 215,Wed,7-May,12:00,2:00
ARAB-433,WILL 205,Tue,13-May,12:00,2:00
ARAB-632,DRLB A2,Thu,8-May,9:00,11:00
ARAB-634,ANNS 109,Thu,8-May,9:00,11:00
ARAB-636,WILL 201,Fri,9-May,9:00,11:00
ARCH-102,ADDM GALLERY,Mon,5-May,1:00,6:00
ARCH-301,ADDM GALLERY,Tue,6-May,1:00,6:00
ARCH-302,ADDM GALLERY,Wed,7-May,1:00,6:00
ARCH-402,ADDM GALLERY,Thur,8-May,1:00,6:00
ARCH-432,MEYH B3,Tue,13-May,12:00,2:00
ARCH-434,MEYH B3,Mon,12-May,9:00,11:00
ARCH-436,MEYH B3,Fri,9-May,12:00,2:00
ARCH-532,MEYH B3,Tue,13-May,12:00,2:00
ARCH-534,MEYH B3,Mon,12-May,9:00,11:00
ARCH-536,MEYH B3,Fri,9-May,12:00,2:00
ARCH-727,TOWN 319,Tue,6-May,12:00,2:00
ARCH-762,MEYH B4,Tue,6-May,9:00,11:00
ARTH-102,STIT B6,Mon,12-May,9:00,11:00
ARTH-109,BENN 401,Wed,7-May,12:00,2:00
ARTH-222,JAFF 113,Fri,9-May,9:00,11:00
ARTH-229,JAFF B17,Tue,6-May,9:00,11:00
ARTH-254,JAFF B17,Tue,13-May,12:00,2:00
ARTH-261,JAFF B17,Wed,7-May,12:00,2:00
ARTH-281,BENN 401,Wed,7-May,9:00,11:00
ARTH-294,MEYH B1,Fri,9-May,12:00,2:00
ARTH-503,WILL 201,Tue,6-May,9:00,11:00
ARTH-622,JAFF 113,Fri,9-May,9:00,11:00
ARTH-629,JAFF B17,Tue,6-May,9:00,11:00
ARTH-654,JAFF B17,Tue,13-May,12:00,2:00
ARTH-661,JAFF B17,Wed,7-May,12:00,2:00
ARTH-681,BENN 401,Wed,7-May,9:00,11:00
ARTH-694,MEYH B1,Fri,9-May,12:00,2:00
ASAM-003,ANNS 110,Tue,13-May,9:00,11:00
ASAM-202,COLL 314,Mon,12-May,9:00,11:00
ASTR-001,DRLB A1; DRLB A8,Mon,5-May,3:00,5:00
ASTR-007,DRLB 2C4,Tue,6-May,9:00,11:00
ASTR-012,DRLB A2,Mon,12-May,9:00,11:00
BE  -101,MOOR 216,Tue,6-May,9:00,11:00
BE  -305,TOWN 100,Tue,6-May,3:00,5:00
BE  -310,TOWN 100,Fri,9-May,6:00,8:00
BE  -350,LEVH 101,Tue,6-May,12:00,2:00
BE  -537,TOWN 303,Tue,13-May,9:00,11:00
BE  -553,TOWN 337,Wed,7-May,12:00,2:00
BE  -558,TOWN 307,Mon,12-May,12:00,2:00
BE  -562,DRLB A8,Tue,6-May,3:00,5:00
BE  -584,DRLB 3C2,Tue,13-May,12:00,2:00
BEPP-201,JMHH F85,Tue,6-May,12:00,2:00
BEPP-212,JMHH F45,Tue,13-May,12:00,2:00
BEPP-214,JMHH G50,Thu,8-May,12:00,2:00
BEPP-250,JMHH 350; JMHH 370; JMHH F70; JMHH F85;,Tue,13-May,6:00,8:00
BEPP-262,JMHH 370,Tue,6-May,9:00,11:00
BEPP-284,JMHH F50,Mon,12-May,9:00,11:00
BEPP-322,SHDH 351,Fri,9-May,9:00,11:00
BEPP-770,JMHH F85,Tue,6-May,12:00,2:00
BEPP-823,SHDH 351,Fri,9-May,9:00,11:00
BEPP-950,JMHH 350; JMHH 370; JMHH F70;JMHH F85;,Tue,13-May,6:00,8:00
BIBB-109,STIT B6; STIT B21,Fri,9-May,12:00,2:00
BIBB-109-601,MCNB 395,Tue,6-May,5:30,8:30
BIBB-207,FAGN 214,Mon,5-May,9:00,11:00
BIBB-217,DRLB A8,Tue,6-May,12:00,2:00
BIBB-227,TOWN 100,Tue,13-May,12:00,2:00
BIBB-240,MEYH B1,Wed,7-May,6:00,8:00
BIBB-249,JMHH G06,Tue,6-May,9:00,11:00
BIBB-249-601,PSYL A30,Tue,6-May,4:30,6:00
BIBB-270,COHN G17,Mon,5-May,9:00,11:00
BIBB-430-601,WILL 216,Tue,6-May,5:30,7:00
BIBB-482-601,PSYL C41,Wed,7-May,5:00,8:00
BIOL-008,LLAB 109,Tue,6-May,9:00,11:00
BIOL-015,GLAB 101; GLAB 102,Tue,13-May,9:00,11:00
BIOL-017,LLAB 109,Thu,8-May,12:00,2:00
BIOL-102,LLAB 10; GLAB 101; LLAB 104,Thu,8-May,12:00,2:00
BIOL-102-601,LLAB 10,Fri,9-May,5:00,7:30
BIOL-109,STIT B6; STIT B21,Fri,9-May,12:00,2:00
BIOL-121,LLAB 10,Fri,9-May,12:00,2:00
BIOL-202,LLAB 10; LLAB 109,Tue,13-May,12:00,2:00
BIOL-202-601,LLAB 109,Mon,5-May,5:00,7:00
BIOL-215,LLAB 10,Mon,5-May,9:00,11:00
BIOL-215-601,GLAB 102,Tue,6-May,4:30,6:30
BIOL-221,LLAB 10,Mon,12-May,9:00,11:00
BIOL-230,LLAB 10,Tue,6-May,9:00,11:00
BIOL-304-601,GLAB 100,Thur,8-May,6:30,9:30
BIOL-306-601,LLAB 109,Thur,8-May,6:30,9:30
BIOL-325,GLAB 101,Tue,13-May,12:00,2:00
BIOL-330,LLAB 109,Fri,9-May,12:00,2:00
BIOL-354-601,GLAB 100,Tue,6-May,4:30,6:30
BIOL-375,GLAB 101; GLAB 102,Mon,12-May,9:00,11:00
BIOL-376,GLAB 100,Tue,6-May,9:00,11:00
BIOL-402,LLAB 109,Wed,7-May,12:00,2:00
BIOL-404-601,LLAB 10,Mon,5-May,6:30,9:30
BIOL-406,LLAB 101; LLAB 117,Tue,13-May,9:00,11:00
BIOL-407,FAGN 116,Tue,13-May,12:00,2:00
BIOL-415,GLAB 100,Tue,13-May,9:00,11:00
BIOL-425,GLAB 402,Tue,6-May,9:00,11:00
BIOL-480-601,GLAB 101,Tue,6-May,7:00,9:00
BIOL-527,LLAB 10,Mon,12-May,9:00,11:00
BIOL-575,GLAB 101; GLAB 102,Mon,12-May,9:00,11:00
BIOL-576,GLAB 100,Tue,6-May,9:00,11:00
BMB -700,CHEM 119,Wed,7-May,12:00,2:00
CBE -160,LRSM AUD,Wed,7-May,12:00,2:00
CBE -231,LRSM AUD,Fri,9-May,12:00,2:00
CBE -351,MOOR 216,Mon,5-May,9:00,11:00
CBE -371,MOOR 216,Wed,7-May,12:00,2:00
CBE -460,MOOR 216,Wed,7-May,9:00,11:00
CBE -480,MOOR 216,Fri,9-May,9:00,11:00
CBE -535,TOWN 315,Mon,12-May,12:00,2:00
CBE -545,TOWN 319,Tue,6-May,9:00,11:00
CBE -557,FAGN 216,Mon,5-May,9:00,11:00
CBE -562,DRLB A8,Tue,6-May,3:00,5:00
CBE -564,CHEM B13,Tue,6-May,12:00,2:00
CBE -602,TOWN 307,Thu,8-May,12:00,2:00
CBE -641,SKIR AUD,Fri,9-May,12:00,2:00
CHEM-022,DRLB A2,Tue,6-May,3:00,5:00
CHEM-101,CHEM 102,Tue,13-May,9:00,11:00
CHEM-102-001,MEYH B1; MEYH B3,Wed,7-May,3:00,5:00
CHEM-102-002,MEYH B1; MEYH B3,Wed,7-May,3:00,5:00
CHEM-102-003,CHEM 102,Wed,7-May,3:00,5:00
CHEM-102-004,DRLB A1,Wed,7-May,3:00,5:00
CHEM-102-005,DRLB A1,Wed,7-May,3:00,5:00
CHEM-102-601,CHEM 102,Tue,13-May,5:30,8:30
CHEM-116,DRLB A6,Tue,13-May,9:00,11:00
CHEM-222,CHEM 102,Fri,9-May,12:00,2:00
CHEM-223,CHEM 109,Tue,13-May,12:00,2:00
CHEM-241,CHEM 102,Thu,8-May,12:00,2:00
CHEM-242-001,STIT B6,Wed,7-May,9:00,11:00
CHEM-242-002,COLL 200,Thu,8-May,12:00,2:00
CHEM-242-003,FAGN 218,Tue,13-May,12:00,2:00
CHEM-242-601,DRLB A4,Tue,6-May,6:30,9:30
CHEM-243,CHEM 102,Tue,13-May,12:00,2:00
CHEM-245,CHEM 102,Mon,12-May,9:00,11:00
CHEM-245-601,DRLB A6,Thur,8-May,5:00,6:00
CHEM-251,DRLB A1,Tue,6-May,12:00,2:00
CHEM-251-601,DRLB A6,Mon,5-May,6:00,8:00
CHEM-452,DRLB A4,Tue,6-May,12:00,2:00
CHEM-462,CHEM 514,Fri,9-May,9:00,11:00
CHEM-522,CHEM 109,Wed,7-May,9:00,11:00
CHEM-525,DRLB 4C2,Wed,7-May,12:00,2:00
CHEM-526,CHEM 514,Tue,13-May,12:00,2:00
CHEM-565,CHEM 109,Tue,6-May,9:00,11:00
CHEM-601-003,CHEM 109,Tue,6-May,12:00,2:00
CHEM-601-004,CHEM 119,Fri,9-May,9:00,11:00
CHEM-646,CHEM 514,Mon,12-May,12:00,2:00
CHEM-700-001,CHEM 109,Wed,7-May,12:00,2:00
CHEM-700-401,CHEM 119,Wed,7-May,12:00,2:00
CHEM-701,TOWN 303,Tue,6-May,9:00,11:00
CHIN-012,COHN G17,Thu,8-May,9:00,11:00
CHIN-022,WILL 321,Thu,8-May,9:00,11:00
CHIN-032,DRLB A8,Thu,8-May,9:00,11:00
CHIN-112,COLL 200,Thu,8-May,9:00,11:00
CINE-074,BENN 401,Mon,5-May,9:00,11:00
CINE-100-401,BENN 419,Fri,9-May,12:00,2:00
CINE-102,BENN 401,Wed,7-May,12:00,2:00
CINE-159,JMHH G50,Tue,6-May,9:00,11:00
CINE-205,TOWN 303,Thu,8-May,6:00,8:00
CINE-220,COHN 402,Fri,9-May,9:00,11:00
CINE-223,JAFF B17,Tue,13-May,12:00,2:00
CINE-279,FAGN 214,Mon,12-May,9:00,11:00
CINE-292-601,BENN 401,Wed,7-May,5:00,8:00
CINE-352,COHN 402,Tue,6-May,9:00,11:00
CINE-392-401,BENN 141; BENN 138,Mon,12-May,9:00,11:00
CINE-392-402,BENN 138,Mon,12-May,12:00,2:00
CIS -110,CHEM 102; DRLB A1; DRLB A8,Mon,12-May,6:00,8:00
CIS -120,DRLB A1; DRLB A8,Wed,7-May,9:00,11:00
CIS -121,COHN G17,Tue,13-May,12:00,2:00
CIS -160,FAGN AUD,Tue,6-May,9:00,11:00
CIS -192-001,TOWN 100,Tue,6-May,7:30,9:00
CIS -195-001,TOWN 100,Tue,6-May,7:30,9:00
CIS -240,COHN G17,Wed,7-May,12:00,2:00
CIS -277,TOWN 100,Fri,9-May,9:00,11:00
CIS -320,DRLB A1; DRLB A8,Tue,13-May,9:00,11:00
CIS -331,LRSM AUD,Tue,13-May,12:00,2:00
CIS -350,CHEM 102,Thu,8-May,6:00,8:00
CIS -371,FAGN AUD,Mon,12-May,9:00,11:00
CIS -505,COLL 200,Tue,6-May,9:00,11:00
CIS -511,LEVH 101,Mon,12-May,9:00,11:00
CIS -518,WILL 205,Thu,8-May,12:00,2:00
CIS -521,ANNS 110,Tue,13-May,12:00,2:00
CIS -537,TOWN 303,Tue,13-May,9:00,11:00
CIS -540,MOOR 216,Fri,9-May,12:00,2:00
CIS -542,MOOR 216,Tue,13-May,12:00,2:00
CIS -551,DRLB A2,Thu,8-May,12:00,2:00
CIS -564,DRLB A7,Tue,13-May,9:00,11:00
CIS -630,TOWN 305,Tue,13-May,9:00,11:00
CIS -640,TOWN 313,Tue,6-May,9:00,11:00
CIS -660,DRLB A5,Fri,9-May,12:00,2:00
CIS -700-003,TOWN 305,Mon,5-May,6:00,9:00
CIT -590,LEVH 101,Thu,8-May,12:00,2:00
CIT -594,DRLB A4,Tue,6-May,3:00,5:00
CIT -596,LEVH 101,Tue,6-May,9:00,11:00
CLST-027,COHN G17,Fri,9-May,9:00,11:00
CLST-100,MEYH B1; MEYH B3,Wed,7-May,9:00,11:00
CLST-107,COHN 204,Thu,8-May,12:00,2:00
CLST-117-601,COHN 237,Tue,6-May,4:30,6:00
CLST-146,DRLB A5,Tue,6-May,9:00,11:00
CLST-274,COLL 318,Tue,13-May,12:00,2:00
CLST-310,COLL 318,Mon,5-May,9:00,11:00
CLST-371,COLL 314,Tue,6-May,9:00,11:00
COLL-135,DRLB A6,Tue,6-May,9:00,11:00
COLL-226,WILL 215,Wed,7-May,12:00,2:00
COLL-227,WILL 215,Tue,13-May,12:00,2:00
COML-054,BENN 419,Tue,13-May,12:00,2:00
COML-059,BENN 16,Thu,8-May,12:00,2:00
COML-094,COLL 318,Mon,12-May,12:00,2:00
COML-100,BENN 244,Tue,13-May,12:00,2:00
COML-108,MEYH B1; MEYH B3,Wed,7-May,9:00,11:00
COML-124,BENN 401,Wed,7-May,12:00,2:00
COML-127-601,BENN 322,Tue,6-May,5:30,8:30
COML-130,COHN 204,Thu,8-May,12:00,2:00
COML-212,COLL 314,Thu,8-May,6:00,8:00
COML-220,BENN 231,Mon,12-May,9:00,11:00
COML-241,COHN 402,Tue,6-May,9:00,11:00
COML-259,ANNS 111,Tue,6-May,9:00,11:00
COML-265,FAGN 214,Mon,12-May,9:00,11:00
COML-268,COHN 402,Mon,12-May,12:00,2:00
COML-273,BENN 16,Mon,12-May,12:00,2:00
COML-282,JMHH G50,Tue,6-May,9:00,11:00
COML-359,WILL 215,Tue,13-May,12:00,2:00
COML-380,WILL 307,Tue,6-May,3:00,5:00
COML-416,COHN 402,Mon,12-May,9:00,11:00
COML-432,WILL 215,Wed,7-May,12:00,2:00
COML-509,WILL 741,Mon,12-May,12:00,2:00
COML-582,WILL 201,Tue,6-May,9:00,11:00
COMM-130,ANNS 110,Tue,6-May,9:00,11:00
COMM-203,COLL 200,Tue,13-May,12:00,2:00
COMM-275,ANNS 109,Fri,9-May,12:00,2:00
COMM-322,ANNS 109,Wed,7-May,9:00,11:00
COMM-386,ANNS 225,Tue,6-May,9:00,11:00
COMM-462,ANNS 225,Tue,13-May,9:00,11:00
COMM-498,MCNB 110,Mon,12-May,12:00,2:00
CPLN-504,MEYH B3,Tue,6-May,12:00,2:00
CPLN-505,MEYH B2,Tue,6-May,12:00,2:00
CPLN-509,MEYH B4,Mon,12-May,9:00,11:00
CPLN-620,MEYH B4,Fri,9-May,12:00,2:00
CPLN-622,MEYH B6,Tue,6-May,9:00,11:00
CPLN-624,FURN 306,Mon,5-May,9:00,11:00
CPLN-633,MEYH B13,Fri,9-May,12:00,2:00
CPLN-643,MEYH B4,Tue,6-May,9:00,11:00
CPLN-655,MEYH B13,Tue,6-May,9:00,11:00
CPLN-660,FAGN 116,Wed,7-May,12:00,2:00
CPLN-730,MEYH B5,Tue,6-May,12:00,2:00
CRIM-200,CHEM 102,Mon,5-May,9:00,11:00
CRIM-260,COLL 318,Wed,7-May,12:00,2:00
CRIM-280,FAGN 214,Tue,6-May,9:00,11:00
CRIM-300,SKIR AUD,Tue,13-May,12:00,2:00
CRIM-340,LRSM AUD,Tue,6-May,9:00,11:00
CRIM-601,FAGN 213,Tue,13-May,12:00,2:00
DEMG-536,ANNS 110,Mon,12-May,9:00,11:00
DTCH-102,WILL 201,Tue,6-May,3:00,5:00
DTCH-261,JAFF B17,Wed,7-May,12:00,2:00
DTCH-502,WILL 201,Tue,6-May,3:00,5:00
EALC-002,COHN G17,Thu,8-May,12:00,2:00
EALC-044,COHN G17,Mon,12-May,9:00,11:00
EALC-080,COHN 402,Wed,7-May,9:00,11:00
EALC-106,WILL 438,Wed,7-May,12:00,2:00
EALC-125,COHN 402,Fri,9-May,9:00,11:00
EALC-138,CHEM B13,Tue,6-May,3:00,5:00
EALC-176,FAGN 213,Tue,13-May,9:00,11:00
EALC-225,TOWN 303,Thu,8-May,6:00,8:00
EALC-256,WILL 421,Mon,12-May,12:00,2:00
EALC-301,WILL 25,Mon,5-May,9:00,11:00
EALC-506,WILL 438,Wed,7-May,12:00,2:00
EALC-525,COHN 402,Fri,9-May,9:00,11:00
EALC-538,CHEM B13,Tue,6-May,3:00,5:00
EALC-625,TOWN 303,Thu,8-May,6:00,8:00
EALC-656,WILL 421,Mon,12-May,12:00,2:00
EAS -203,DRLB A1,Tue,13-May,12:00,2:00
EAS -306,DRLB 3C8,Tue,13-May,9:00,11:00
EAS -402-401,MOOR 216,Tue,6-May,6:00,7:30
EAS -403-401,TOWN 321,Tue,6-May,5:00,8:00
EAS -506,DRLB 3C8,Tue,13-May,9:00,11:00
EAS -545-401,SKIR AUD,Wed,7-May,12:00,2:00
EAS -545-402,DRLB A7,Tue,13-May,12:00,2:00
EAS -545-403,LEVH 101,Tue,13-May,12:00,2:00
EAS -590-001,TOWN 321,Mon,5-May,6:00,9:00
ECON-001,STIT B6; COHN G17,Mon,5-May,3:00,5:00
ECON-001-601,MCNB 309,Mon,5-May,6:00,9:00
ECON-002,MEYH B1; STIT B6; COHN G17,Mon,12-May,3:00,5:00
ECON-002-601,MCNB 286-7,Mon,5-May,6:00,9:00
ECON-014,MEYH B3,Tue,6-May,9:00,11:00
ECON-050-601,MCNB 410,Tue,6-May,6:00,9:00
ECON-102,MEYH B1,Tue,13-May,12:00,2:00
ECON-102-601,MCNB 285,Wed,7-May,6:00,9:00
ECON-103,COLL 200,Wed,7-May,12:00,2:00
ECON-104,MEYH B1,Tue,6-May,9:00,11:00
ECON-212,SHDH 351,Tue,13-May,12:00,2:00
ECON-222,MCNB 285,Tue,13-May,12:00,2:00
ECON-232,DRLB A8,Wed,7-May,12:00,2:00
ECON-235,MCNB 395,Mon,5-May,9:00,11:00
ECON-241,SHDH 351,Tue,6-May,9:00,11:00
ECON-244,STIT B26,Mon,5-May,9:00,11:00
ECON-246,MCNB 286-7,Mon,5-May,9:00,11:00
ECON-682,MCNB 410,Mon,12-May,9:00,11:00
ECON-702,MCNB 286-7,Fri,9-May,12:00,2:00
ECON-704,STIT B21,Tue,6-May,12:00,2:00
ECON-712,MCNB 110,Tue,6-May,9:00,11:00
ENGL-020,BENN 138,Tue,13-May,9:00,11:00
ENGL-021,COLL 318,Mon,12-May,9:00,11:00
ENGL-040,BENN 201,Mon,12-May,12:00,2:00
ENGL-050-601,BENN 224,Wed,7-May,5:00,8:00
ENGL-054,BENN 419,Tue,13-May,12:00,2:00
ENGL-058,BENN 401,Mon,12-May,9:00,11:00
ENGL-059,BENN 16,Thu,8-May,12:00,2:00
ENGL-064,BENN 231,Mon,12-May,12:00,2:00
ENGL-066,BENN 401,Mon,12-May,12:00,2:00
ENGL-069-601,BENN 323,Mon,5-May,5:00,8:00
ENGL-074,BENN 401,Mon,5-May,9:00,11:00
ENGL-079,JMHH G50,Tue,6-May,9:00,11:00
ENGL-089,BENN 244,Mon,12-May,9:00,11:00
ENGL-092,BENN 401,Wed,7-May,12:00,2:00
ENGL-094,COLL 318,Mon,12-May,12:00,2:00
ENGL-096,BENN 401; BENN 419,Tue,6-May,9:00,11:00
ENGL-097,BENN 141,Wed,7-May,12:00,2:00
ENGL-100,BENN 244,Tue,13-May,12:00,2:00
ENGL-101-001,BENN 401,Tue,13-May,9:00,11:00
ENGL-101-401,BENN 419,Fri,9-May,12:00,2:00
ENGL-121-601,BENN 139,Tue,6-May,5:30,8:30
ENGL-218,COLL 314,Mon,12-May,12:00,2:00
ENGL-241,BENN 201,Mon,12-May,9:00,11:00
ENGL-243,BENN 138,Tue,6-May,9:00,11:00
ENGL-255,BENN 231,Tue,13-May,9:00,11:00
ENGL-264,BENN 201,Tue,13-May,9:00,11:00
ENGL-271,BENN 16,Mon,12-May,12:00,2:00
ENGL-272,COLL 314,Mon,12-May,9:00,11:00
ENGL-279,FAGN 214,Mon,12-May,9:00,11:00
ENGL-281,BENN 138,Tue,13-May,12:00,2:00
ENGL-288,BENN 141,Mon,12-May,12:00,2:00
ENGL-290-601,BENN 323,Thur,8-May,5:00,8:00
ENGL-341,BENN 16,Tue,13-May,12:00,2:00
ENGL-355,BENN 244,Mon,12-May,12:00,2:00
ENGL-392-401,BENN 141; BENN 138,Mon,12-May,9:00,11:00
ENGL-392-402,BENN 138,Mon,12-May,12:00,2:00
ENGL-486-640,BENN 139,Wed,7-May,5:30,8:30
ENGL-590,WILL 201,Tue,6-May,9:00,11:00
ENGL-591,WILL 741,Mon,12-May,12:00,2:00
ENGR-105-001,TOWN 100,Thur,8-May,12:00,3:00
ENM -251,SKIR AUD,Tue,13-May,9:00,11:00
ENM -502,FAGN 216,Tue,6-May,9:00,11:00
ENM -511,TOWN 311,Thu,8-May,6:00,8:00
ENM -521,TOWN 315,Thu,8-May,12:00,2:00
ENVS-200-601,DRLB 2C8,Wed,7-May,5:30,8:30
ENVS-312,HAYD 358,Mon,12-May,12:00,2:00
ENVS-327,HAYD 358,Thu,8-May,12:00,2:00
ENVS-416,GLAB 100,Tue,13-May,9:00,11:00
ENVS-601-660,HAYD 358,Tue,6-May,5:30,8:10
ENVS-627-660,TOWN 307,Mon,5-May,5:30,8:10
ENVS-629-660,CHEM 119,Tue,6-May,5:30,8:10
ENVS-640,HAYD 358,Mon,12-May,12:00,2:00
ENVS-643-660,TOWN 313,Mon,5-May,5:30,8:10
ENVS-665-660,BENN 141,Thurs,8-May,5:30,8:10
ENVS-669-660,COLL 315A,Mon,5-May,5:30,8:10
ENVS-670-660,CHEM 119,Thurs,8-May,5:30,8:10
ENVS-681-660,DRLB 3C8,Wed,7-May,5:30,8:10
ESE -170,LEVH 101,Fri,9-May,12:00,2:00
ESE -204,TOWN 100,Thu,8-May,6:00,8:00
ESE -216,DRLB A8,Fri,9-May,9:00,11:00
ESE -218,TOWN 309,Thu,8-May,6:00,8:00
ESE -301,LRSM AUD,Tue,13-May,9:00,11:00
ESE -304,LRSM AUD,Mon,12-May,12:00,2:00
ESE -310,TOWN 337,Thu,8-May,6:00,8:00
ESE -403,DRLB A7,Fri,9-May,12:00,2:00
ESE -406,LEVH 101,Wed,7-May,9:00,11:00
ESE -444,DRLB A8,Thu,8-May,6:00,8:00
ESE -505,ANNS 110,Fri,9-May,9:00,11:00
ESE -521,DRLB A4,Tue,13-May,9:00,11:00
ESE -544,DRLB A8,Thu,8-May,6:00,8:00
ESE -576,MOOR 212,Mon,12-May,12:00,2:00
ESE -578,DRLB A5,Tue,13-May,12:00,2:00
ESE -603,LRSM AUD,Tue,6-May,3:00,5:00
ESE -617,TOWN 319,Thu,8-May,12:00,2:00
ESE -680,TOWN 305,Mon,12-May,9:00,11:00
FNAR-061-401,ADDM 207,Fri,9-May,12:00,3:00
FNAR-061-402,ADDM 207,Fri,9-May,12:00,3:00
FNAR-061-403,ADDM 207,Tue,6-May,3:00,6:00
FNAR-061-404,ADDM 207,Tue,6-May,9:00,12:00
FNAR-061-405,ADDM 207,Mon,5-May,9:00,12:00
FNAR-062-402,ADDM 207,Tue,6-May,9:00,12:00
FNAR-066-401,ADDM 207,Wed,7-May,12:00,3:00
FNAR-070-401,VAN PELT FILM CENTER,Thur,8-May,8:30,10:30
FNAR-075-401,VAN PELT FILM CENTER,Mon,12-May,6:00,9:00
FNAR-100-301,ADDM 111,Mon,5-May,9:00,12:00
FNAR-123-201,ADDM 201C,Tue,6-May,3:00,6:00
FNAR-123-401,ADDM 201C,Fri,9-May,12:00,3:00
FNAR-123-402,ADDM 201C,Wed,7-May,12:00,3:00
FNAR-123-403,ADDM 201C,Tue,6-May,9:00,12:00
FNAR-123-404,ADDM 201C,Mon,5-May,9:00,12:00
FNAR-123-405,ADDM 201C,Thur,8-May,6:00,9:00
FNAR-124-401,ADDM 201A,Wed,7-May,12:00,3:00
FNAR-126-401,ADDM 111,Fri,9-May,12:00,3:00
FNAR-142-401,ADDM 311,Fri,9-May,12:00,3:00
FNAR-145-401,ADDM 311,Wed,7-May,12:00,3:00
FNAR-150-001,ADDM 001,Mon,5-May,9:00,12:00
FNAR-222-401,ADDM 201A,Mon,5-May,9:00,12:00
FNAR-227-401,ADDM 101,Mon,5-May,9:00,12:00
FNAR-231-201,ADDM 104,Fri,9-May,12:00,3:00
FNAR-231-401,ADDM 104,Tue,6-May,9:00,12:00
FNAR-232-401,ADDM 104,Mon,5-May,9:00,12:00
